"trait","speed","growth_curve","pred_curve","fitness","NCE_CE"
0.9,0.1,0.5,0.0986689591819535,0.401331040818046,5.06744982561294
0.91,0.09,0.470930232558139,0.096776092568465,0.374154139989674,5.46694698453098
0.92,0.08,0.439024390243902,0.0950505283184391,0.343973861925463,5.90186735077066
0.93,0.07,0.403846153846154,0.0935015295513015,0.310344624294852,6.37587266234778
0.94,0.0599999999999999,0.364864864864865,0.0921380018085676,0.272726863056297,6.89330268367158
0.95,0.0499999999999999,0.321428571428571,0.0909682855732837,0.230460285855287,7.45942857222228
0.96,0.04,0.272727272727273,0.0899999379834986,0.182727334743774,8.08081364907242
0.97,0.03,0.217741935483871,0.0892395144986172,0.128502420985254,8.76582609073081
0.98,0.02,0.155172413793104,0.0886923633290285,0.0664800504640751,9.52537010512143
0.99,0.01,0.0833333333333334,0.0883624463890181,-0.00502911305568471,10.3739394293252
1,0,0,0.0882522,-0.0882522,11.33116228264
