"trait","speed","growth_curve","pred_curve","fitness","NCE_CE"
0.43,0.57,0.532710280373832,0.533104651891739,-0.000394371517906666,0.876544066850619
0.44,0.56,0.528301886792453,0.524785308920841,0.00351657787161186,0.898840164137862
0.45,0.55,0.523809523809524,0.516482758730405,0.00732676507911867,0.921987168286171
0.46,0.54,0.519230769230769,0.508197824364188,0.0110329448665809,0.94602772329993
0.47,0.53,0.514563106796116,0.499931381618833,0.0146317251772831,0.971007044270725
0.48,0.52,0.509803921568627,0.491684363166283,0.0181195584023441,0.996973089147422
0.49,0.51,0.504950495049505,0.483457763049936,0.0214927319995686,1.02397674168563
0.5,0.5,0.5,0.475252641592196,0.0247473584078042,1.05207200600694
0.51,0.49,0.494949494949495,0.467070130755081,0.0278793641944141,1.08131621312205
0.52,0.48,0.489795918367347,0.45891144,0.0308844783673469,1.11177023966248
0.53,0.47,0.484536082474227,0.450777862697666,0.033758219776561,1.14349873891543
0.54,0.46,0.479166666666667,0.442670783144511,0.036495883522156,1.1765703840529
0.55,0.45,0.473684210526316,0.434591684247835,0.0390925262784807,1.21105812317739
0.56,0.44,0.468085106382979,0.426542155948345,0.0415429504346335,1.24703944545504
0.57,0.43,0.462365591397849,0.418523904455709,0.0438416869421402,1.28459665715234
0.58,0.42,0.456521739130435,0.410538762380287,0.045982976750148,1.32381716581036
0.59,0.41,0.450549450549451,0.402588699852244,0.0479607506972063,1.3647937700492
0.6,0.4,0.444444444444444,0.394675836727814,0.0497686077166306,1.40762495155915
0.61,0.39,0.438202247191011,0.386802455991397,0.0513997911996145,1.45241516465832
0.62,0.38,0.431818181818182,0.378971018471399,0.0528471633467826,1.49927511732589
0.63,0.37,0.425287356321839,0.371184178996923,0.0541031773249163,1.54832203579163
0.64,0.36,0.418604651162791,0.363444804131365,0.0551598470314255,1.59967990250059
0.65,0.35,0.411764705882353,0.355755991627197,0.0560087142551563,1.65347965448765
0.66,0.34,0.404761904761905,0.348121091753014,0.0566408130088908,1.70985932579002
0.67,0.33,0.397590361445783,0.340543730648602,0.057046630797181,1.76896411338087
0.68,0.32,0.390243902439024,0.333027835864994,0.0572160665740301,1.83094634109854
0.69,0.31,0.382716049382716,0.325577664242915,0.0571383851398009,1.89596529004129
0.7,0.3,0.375,0.318197832272503,0.0568021677274969,1.9641868567626
0.71,0.29,0.367088607594937,0.3108933490573,0.0561952585376363,2.03578299221966
0.72,0.28,0.358974358974359,0.30366965197284,0.0553047070015192,2.11093086471141
0.73,0.27,0.350649350649351,0.296532645060613,0.0541167055887374,2.18981167897355
0.74,0.26,0.342105263157895,0.289488740126587,0.0526165230313081,2.27260907126966
0.75,0.25,0.333333333333333,0.282544900413386,0.0507884329199477,2.35950698700023
0.76,0.24,0.324324324324324,0.27570868657922,0.0486156377451046,2.45068693358536
0.77,0.23,0.315068493150685,0.26898830453565,0.0460801886150349,2.54632448809141
0.78,0.22,0.305555555555556,0.26239265446042,0.043162901095135,2.64658492773926
0.79,0.21,0.295774647887324,0.25593138,0.0398432678873239,2.75161784425449
0.8,0.2,0.285714285714286,0.249614916298526,0.0360993694157599,2.8615506031357
0.81,0.19,0.27536231884058,0.243454535026219,0.0319077838143609,2.97648052060883
0.82,0.18,0.264705882352941,0.237462384025432,0.0272434983275094,3.09646565987609
0.83,0.17,0.253731343283582,0.231651518547467,0.0220798247361147,3.22151420114046
0.84,0.16,0.242424242424242,0.226035920330709,0.0163883220935339,3.35157242471623
0.85,0.15,0.230769230769231,0.2206305,0.0101387307692308,3.48651147158153
0.86,0.14,0.21875,0.215451077502171,0.00329892249782923,3.6261132181719
0.87,0.13,0.206349206349206,0.210514334617716,-0.0041651282685094,3.77005582585161
0.88,0.12,0.193548387096774,0.205837733125707,-0.0122893460289324,3.91789979736475
0.89,0.11,0.180327868852459,0.201439392108933,-0.0211115232564739,4.06907567862538
0.9,0.1,0.166666666666667,0.197337918363907,-0.0306712516972403,4.22287485467745
0.91,0.09,0.152542372881356,0.19355218513693,-0.0410098122555741,4.37844515430866
0.92,0.08,0.137931034482759,0.190101056636878,-0.0521700221541197,4.53479312934027
0.93,0.07,0.12280701754386,0.187003059102603,-0.0641960415587434,4.69079482798648
0.94,0.0599999999999999,0.107142857142857,0.184276003617135,-0.0771331464742781,4.8452165519728
0.95,0.0499999999999999,0.0909090909090908,0.181936571146567,-0.0910274802374766,4.99674641201493
0.96,0.04,0.0740740740740741,0.179999875966997,-0.105925801892923,5.14403646642342
0.97,0.03,0.0566037735849057,0.178479028997234,-0.121875255412329,5.28575391582679
0.98,0.02,0.0384615384615385,0.177384726658057,-0.138923188196519,5.42063840362091
0.99,0.01,0.0196078431372549,0.176724892778036,-0.157117049640781,5.5475611921525
1,0,0,0.1765044,-0.1765044,5.66558114131999
